,id,location name,type,area,price,over-valued,under-valued,normal
1273,641468,Nagüeles,houses,367.0,495000,0.0,1.0,0.0
1275,641528,Nagüeles,apartments,118.0,290000,0.0,1.0,0.0
1276,641606,Nagüeles,houses,145.0,380000,0.0,1.0,0.0
1277,641726,Nagüeles,houses,450.0,1325000,0.0,0.0,1.0
1278,641757,Nagüeles,apartments,150.0,370000,0.0,1.0,0.0
1279,641764,Nagüeles,apartments,90.0,244000,0.0,1.0,0.0
1280,641812,Nagüeles,apartments,173.0,860000,1.0,0.0,0.0
1281,641848,Nagüeles,apartments,94.0,350000,1.0,0.0,0.0
1282,641888,Nagüeles,apartments,57.0,180000,0.0,0.0,1.0
1283,641944,Nagüeles,houses,300.0,545000,0.0,1.0,0.0
1284,641986,Nagüeles,houses,603.0,890000,0.0,1.0,0.0
1285,642129,Nagüeles,apartments,70.0,195000,0.0,0.0,1.0
1286,642130,Nagüeles,apartments,97.0,313000,0.0,0.0,1.0
1287,642723,Nagüeles,houses,170.0,660000,1.0,0.0,0.0
1288,642852,Nagüeles,houses,1900.0,5500000,0.0,1.0,0.0
1289,642866,Nagüeles,apartments,170.0,1350000,1.0,0.0,0.0
1290,642930,Nagüeles,apartments,166.0,315000,0.0,1.0,0.0
1291,642936,Nagüeles,houses,500.0,1750000,0.0,0.0,1.0
1292,643113,Nagüeles,houses,517.0,1275000,0.0,1.0,0.0
1293,643205,Nagüeles,houses,250.0,530000,0.0,1.0,0.0
1294,643237,Nagüeles,houses,200.0,500000,0.0,1.0,0.0
1295,643275,Nagüeles,houses,300.0,850000,0.0,1.0,0.0
1296,643380,Nagüeles,houses,180.0,325000,0.0,1.0,0.0
1297,643730,Nagüeles,apartments,100.0,260000,0.0,1.0,0.0
1298,644044,Nagüeles,apartments,100.0,545000,1.0,0.0,0.0
1299,644162,Nagüeles,apartments,270.0,550000,0.0,1.0,0.0
1300,644233,Nagüeles,houses,343.0,615000,0.0,1.0,0.0
1301,644352,Nagüeles,apartments,109.0,265000,0.0,1.0,0.0
1302,644367,Nagüeles,houses,810.0,3995000,1.0,0.0,0.0
1303,644668,Nagüeles,houses,672.0,4500000,1.0,0.0,0.0
1305,644810,Nagüeles,apartments,85.0,220000,0.0,1.0,0.0
1307,645238,Nagüeles,houses,707.0,1850000,0.0,1.0,0.0
1308,645356,Nagüeles,apartments,120.0,210000,0.0,1.0,0.0
1309,645392,Nagüeles,houses,347.0,680000,0.0,1.0,0.0
1310,645521,Nagüeles,apartments,163.0,695000,1.0,0.0,0.0
1311,645523,Nagüeles,houses,240.0,495000,0.0,1.0,0.0
1312,645528,Nagüeles,apartments,116.0,512000,1.0,0.0,0.0
1313,645815,Nagüeles,apartments,450.0,1800000,1.0,0.0,0.0
1314,645855,Nagüeles,houses,154.0,315000,0.0,1.0,0.0
1315,645903,Nagüeles,apartments,113.0,262500,0.0,1.0,0.0
1316,645914,Nagüeles,houses,300.0,535000,0.0,1.0,0.0
1317,646297,Nagüeles,apartments,160.0,495000,0.0,0.0,1.0
1318,646325,Nagüeles,apartments,150.0,500000,0.0,0.0,1.0
1319,646357,Nagüeles,apartments,253.0,1550000,1.0,0.0,0.0
1320,646548,Nagüeles,houses,330.0,450000,0.0,1.0,0.0
1321,646600,Nagüeles,apartments,51.0,197000,1.0,0.0,0.0
1322,646709,Nagüeles,apartments,102.0,329000,0.0,0.0,1.0
1323,646770,Nagüeles,houses,600.0,3700000,1.0,0.0,0.0
1324,646818,Nagüeles,apartments,180.0,369000,0.0,1.0,0.0
1325,647119,Nagüeles,houses,300.0,430000,0.0,1.0,0.0
1326,647175,Nagüeles,houses,240.0,520000,0.0,1.0,0.0
1327,647215,Nagüeles,houses,434.0,1595000,1.0,0.0,0.0
1329,647467,Nagüeles,apartments,110.0,230000,0.0,1.0,0.0
1330,647870,Golden Mile,houses,161.0,2235000,1.0,0.0,0.0
1332,648506,Nagüeles,houses,242.0,499950,0.0,1.0,0.0
1333,650735,Nagüeles,houses,160.0,318000,0.0,1.0,0.0
1334,650782,Nagüeles,apartments,62.0,220000,1.0,0.0,0.0
1335,650791,Nagüeles,houses,150.0,490000,0.0,0.0,1.0
1336,650818,Nagüeles,apartments,112.0,269000,0.0,1.0,0.0
1337,650833,Nagüeles,apartments,180.0,625000,1.0,0.0,0.0
1338,650909,Nagüeles,apartments,113.0,255000,0.0,1.0,0.0
1339,650927,Nagüeles,houses,190.0,504000,0.0,1.0,0.0
1340,650928,Nagüeles,houses,320.0,1400000,1.0,0.0,0.0
1341,673920,Nagüeles,houses,317.0,595000,0.0,1.0,0.0
1342,684731,Nagüeles,apartments,112.0,272000,0.0,1.0,0.0
1344,705091,Nagüeles,houses,297.0,495000,0.0,1.0,0.0
1345,707834,Nagüeles,houses,297.0,495000,0.0,1.0,0.0
1346,708520,Nagüeles,houses,450.0,1250000,0.0,1.0,0.0
1347,708530,Golden Mile,apartments,97.0,450000,0.0,1.0,0.0
1348,708534,Golden Mile,apartments,97.0,450000,0.0,1.0,0.0
1349,714493,Nagüeles,apartments,220.0,749000,1.0,0.0,0.0
1350,714509,Quinta da Marinha,plots,2996.0,3000000,0.0,0.0,1.0
1352,716821,Golden Mile,apartments,140.0,749000,0.0,0.0,1.0
1353,716837,Golden Mile,apartments,140.0,749000,0.0,0.0,1.0
1355,716914,Golden Mile,apartments,185.0,975000,0.0,1.0,0.0
1356,718150,Nagüeles,apartments,288.0,1950000,1.0,0.0,0.0
1357,718248,Nagüeles,apartments,280.0,1590000,1.0,0.0,0.0
1358,718283,Nagüeles,apartments,280.0,1390000,1.0,0.0,0.0
1359,718304,Nagüeles,houses,360.0,1490000,1.0,0.0,0.0
1360,718349,Nagüeles,houses,320.0,1250000,1.0,0.0,0.0
1361,718367,Nagüeles,houses,308.0,1390000,1.0,0.0,0.0
1362,718378,Nagüeles,houses,629.0,1360000,0.0,1.0,0.0
1363,718380,Nagüeles,houses,398.0,1350000,0.0,0.0,1.0
1364,718391,Nagüeles,houses,233.0,1350000,1.0,0.0,0.0
1365,718405,Nagüeles,houses,268.0,1300000,1.0,0.0,0.0
1366,718406,Nagüeles,houses,236.0,1300000,1.0,0.0,0.0
1367,718413,Nagüeles,houses,278.0,1300000,1.0,0.0,0.0
1368,718552,Nagüeles,houses,397.0,1199000,0.0,0.0,1.0
1369,718626,Nagüeles,houses,320.0,995000,0.0,0.0,1.0
1370,718652,Nagüeles,apartments,290.0,990000,1.0,0.0,0.0
1371,718655,Nagüeles,houses,365.0,986000,0.0,1.0,0.0
1372,718917,Nagüeles,apartments,233.0,790000,1.0,0.0,0.0
1373,718949,Nagüeles,apartments,197.0,750000,1.0,0.0,0.0
1374,719016,Nagüeles,apartments,354.0,520000,0.0,1.0,0.0
1375,719095,Nagüeles,apartments,174.0,750000,1.0,0.0,0.0
1376,719251,Nagüeles,houses,290.0,545000,0.0,1.0,0.0
1377,719324,Nagüeles,apartments,140.0,495000,1.0,0.0,0.0
1378,719513,Nagüeles,apartments,131.0,425000,0.0,0.0,1.0
1379,719583,Nagüeles,apartments,185.0,390000,0.0,1.0,0.0
1380,719659,Nagüeles,apartments,115.0,365000,0.0,0.0,1.0
1381,719866,Nagüeles,apartments,85.0,315000,1.0,0.0,0.0
1382,720061,Nagüeles,apartments,113.0,280000,0.0,1.0,0.0
1383,720135,Nagüeles,apartments,95.0,265000,0.0,0.0,1.0
1384,720385,Nagüeles,apartments,140.0,235000,0.0,1.0,0.0
1385,722741,Nagüeles,houses,181.0,315000,0.0,1.0,0.0
1386,722767,Nagüeles,houses,210.0,550000,0.0,1.0,0.0
1387,723762,Nagüeles,houses,206.0,495000,0.0,1.0,0.0
1389,724080,Nagüeles,apartments,206.0,595000,0.0,0.0,1.0
1390,724120,Nagüeles,apartments,206.0,595000,0.0,0.0,1.0
1391,728094,Nagüeles,plots,3000.0,2500000,1.0,0.0,0.0
1393,729891,Nagüeles,houses,186.0,420000,0.0,1.0,0.0
1394,730801,Nagüeles,houses,894.0,2850000,0.0,0.0,1.0
1395,732880,Nagüeles,houses,4903.0,32000000,1.0,0.0,0.0
1396,733157,Nagüeles,houses,434.0,1595000,1.0,0.0,0.0
1398,737461,Golden Mile,apartments,180.0,745000,0.0,1.0,0.0
1399,741904,Golden Mile,apartments,150.0,995000,1.0,0.0,0.0
1400,742403,Nagüeles,houses,894.0,2461000,0.0,1.0,0.0
1401,743210,Nagüeles,apartments,150.0,475000,0.0,0.0,1.0
1402,745781,Nagüeles,houses,300.0,510000,0.0,1.0,0.0
1403,754380,Nagüeles,apartments,115.0,595000,1.0,0.0,0.0
1404,754455,Golden Mile,apartments,175.0,799000,0.0,1.0,0.0
1405,755389,Nagüeles,houses,131.0,310000,0.0,1.0,0.0
1406,755393,Nagüeles,houses,232.0,405000,0.0,1.0,0.0
1408,756544,Golden Mile,houses,189.0,450000,0.0,1.0,0.0
1409,756565,Golden Mile,houses,189.0,450000,0.0,1.0,0.0
1410,758052,Nagüeles,houses,206.0,445000,0.0,1.0,0.0
1412,761422,Golden Mile,apartments,73.0,265000,0.0,1.0,0.0
1413,761948,Nagüeles,apartments,83.0,272000,0.0,0.0,1.0
1414,762881,Nagüeles,houses,844.0,2671000,0.0,0.0,1.0
1415,763454,Nagüeles,houses,894.0,2461000,0.0,1.0,0.0
1416,763500,Golden Mile,apartments,174.35,799000,0.0,1.0,0.0
1417,765319,Nagüeles,houses,844.0,2671000,0.0,0.0,1.0
1418,766922,Nagüeles,houses,894.0,2461000,0.0,1.0,0.0
1420,768631,Golden Mile,houses,292.0,7290000,1.0,0.0,0.0
1421,768637,Golden Mile,houses,292.0,8500000,1.0,0.0,0.0
1422,768734,Golden Mile,apartments,128.0,1350000,1.0,0.0,0.0
1425,784108,Quinta da Marinha,houses,300.0,1900000,0.0,0.0,1.0
1426,788305,Nagüeles,houses,160.0,375000,0.0,1.0,0.0
1427,788392,Golden Mile,apartments,125.0,630000,0.0,1.0,0.0
1428,788477,Nagüeles,houses,1240.0,4995000,1.0,0.0,0.0
1429,791570,Nagüeles,houses,285.0,1300000,1.0,0.0,0.0
1430,794980,Nagüeles,houses,494.0,2950000,1.0,0.0,0.0
1431,795229,Nagüeles,houses,500.0,2300000,1.0,0.0,0.0
1432,795466,Nagüeles,houses,494.0,2950000,1.0,0.0,0.0
1433,799275,Nagüeles,houses,200.0,795000,1.0,0.0,0.0
1434,800257,Nagüeles,houses,298.0,430000,0.0,1.0,0.0
1435,800283,Quinta da Marinha,houses,802.1,6500000,1.0,0.0,0.0
1436,800289,Quinta da Marinha,houses,603.0,4350000,1.0,0.0,0.0
1437,801003,Nagüeles,houses,460.0,1550000,0.0,0.0,1.0
1439,801889,Nagüeles,houses,233.0,1350000,1.0,0.0,0.0
1440,804819,Nagüeles,houses,309.0,695000,0.0,1.0,0.0
1441,806117,Nagüeles,houses,440.0,1695000,1.0,0.0,0.0
1442,806207,Nagüeles,plots,1875.0,795000,0.0,1.0,0.0
1443,806265,Nagüeles,houses,196.0,350000,0.0,1.0,0.0
1444,806485,Nagüeles,apartments,148.0,385000,0.0,1.0,0.0
1445,806659,Nagüeles,houses,894.0,2850000,0.0,0.0,1.0
1446,806660,Nagüeles,houses,844.0,2671000,0.0,0.0,1.0
1447,807065,Nagüeles,houses,261.0,540000,0.0,1.0,0.0
1448,807249,Nagüeles,houses,300.0,510000,0.0,1.0,0.0
1449,807334,Nagüeles,apartments,150.0,463000,0.0,0.0,1.0
1450,807674,Nagüeles,houses,181.0,315000,0.0,1.0,0.0
1451,807794,Nagüeles,apartments,112.0,272000,0.0,1.0,0.0
1452,807968,Nagüeles,houses,242.0,499950,0.0,1.0,0.0
1453,808085,Nagüeles,houses,186.0,420000,0.0,1.0,0.0
1454,808105,Nagüeles,houses,297.0,495000,0.0,1.0,0.0
1455,808291,Nagüeles,apartments,48.0,200000,1.0,0.0,0.0
1456,808622,Nagüeles,houses,343.0,620000,0.0,1.0,0.0
1457,808892,Nagüeles,houses,810.0,4400000,1.0,0.0,0.0
1458,809025,Nagüeles,apartments,127.0,665000,1.0,0.0,0.0
1459,809444,Nagüeles,houses,672.0,4500000,1.0,0.0,0.0
1460,809460,Nagüeles,plots,5401.0,5500000,1.0,0.0,0.0
1461,809489,Nagüeles,houses,298.0,400000,0.0,1.0,0.0
1462,809807,Nagüeles,apartments,85.0,220000,0.0,1.0,0.0
1463,810045,Nagüeles,houses,207.0,399000,0.0,1.0,0.0
1464,811290,Nagüeles,houses,707.0,1890000,0.0,1.0,0.0
1465,811730,Nagüeles,apartments,120.0,210000,0.0,1.0,0.0
1466,811886,Nagüeles,houses,347.0,680000,0.0,1.0,0.0
1467,812068,Nagüeles,apartments,163.0,695000,1.0,0.0,0.0
1468,812075,Nagüeles,houses,240.0,495000,0.0,1.0,0.0
1469,812087,Nagüeles,apartments,116.0,400000,1.0,0.0,0.0
1470,812227,Nagüeles,apartments,114.0,272000,0.0,1.0,0.0
1471,812242,Nagüeles,apartments,450.0,1800000,1.0,0.0,0.0
1472,812282,Nagüeles,houses,210.0,550000,0.0,1.0,0.0
1473,812702,Nagüeles,apartments,285.0,750000,0.0,1.0,0.0
1474,812733,Nagüeles,apartments,347.0,499000,0.0,1.0,0.0
1475,813044,Nagüeles,houses,300.0,1250000,1.0,0.0,0.0
1476,813288,Nagüeles,apartments,60.0,190000,0.0,0.0,1.0
1477,813336,Nagüeles,houses,400.0,2500000,1.0,0.0,0.0
1478,813893,Nagüeles,houses,202.0,425000,0.0,1.0,0.0
1479,814230,Nagüeles,houses,154.0,315000,0.0,1.0,0.0
1480,814442,Nagüeles,houses,149.0,385000,0.0,1.0,0.0
1481,814629,Nagüeles,apartments,85.0,360000,1.0,0.0,0.0
1482,815001,Nagüeles,apartments,113.0,265000,0.0,1.0,0.0
1483,815042,Nagüeles,apartments,160.0,495000,0.0,0.0,1.0
1484,815055,Nagüeles,houses,450.0,1325000,0.0,0.0,1.0
1485,815228,Nagüeles,apartments,253.0,1550000,1.0,0.0,0.0
1486,815251,Nagüeles,houses,491.0,1450000,0.0,0.0,1.0
1487,815742,Nagüeles,apartments,92.0,175000,0.0,1.0,0.0
1488,815906,Nagüeles,apartments,51.0,197000,1.0,0.0,0.0
1489,815948,Nagüeles,apartments,180.0,483000,0.0,1.0,0.0
1490,816139,Nagüeles,apartments,102.0,317000,0.0,0.0,1.0
1491,816226,Nagüeles,houses,600.0,3700000,1.0,0.0,0.0
1492,816258,Nagüeles,apartments,110.0,326000,0.0,0.0,1.0
1493,816330,Nagüeles,apartments,180.0,369000,0.0,1.0,0.0
1494,816338,Nagüeles,houses,190.0,504000,0.0,1.0,0.0
1495,816449,Nagüeles,houses,320.0,1400000,1.0,0.0,0.0
1496,816717,Nagüeles,houses,300.0,430000,0.0,1.0,0.0
1497,817248,Nagüeles,plots,5100.0,1490000,0.0,1.0,0.0
1498,817308,Nagüeles,apartments,110.0,229000,0.0,1.0,0.0
1499,817578,Nagüeles,houses,432.0,1100000,0.0,1.0,0.0
1500,817760,Nagüeles,apartments,100.0,395000,1.0,0.0,0.0
1501,817773,Nagüeles,houses,170.0,520000,0.0,0.0,1.0
1502,818155,Nagüeles,apartments,202.0,1350000,1.0,0.0,0.0
1503,818247,Nagüeles,apartments,200.0,294000,0.0,1.0,0.0
1504,818251,Nagüeles,houses,320.0,1400000,1.0,0.0,0.0
1505,818294,Nagüeles,apartments,85.0,290000,1.0,0.0,0.0
1506,818348,Nagüeles,houses,230.0,565000,0.0,1.0,0.0
1507,818423,Nagüeles,houses,470.0,2300000,1.0,0.0,0.0
1508,819003,Nagüeles,apartments,152.0,445000,0.0,0.0,1.0
1509,819090,Nagüeles,apartments,95.0,265000,0.0,0.0,1.0
1510,819180,Nagüeles,houses,290.0,595000,0.0,1.0,0.0
1511,819585,Nagüeles,houses,350.0,1995000,1.0,0.0,0.0
1512,819625,Nagüeles,houses,275.0,1950000,1.0,0.0,0.0
1513,819795,Nagüeles,houses,115.0,340000,0.0,0.0,1.0
1514,819799,Nagüeles,apartments,65.0,202500,0.0,0.0,1.0
1515,819872,Nagüeles,apartments,130.0,450000,1.0,0.0,0.0
1516,820076,Nagüeles,apartments,80.0,175000,0.0,1.0,0.0
1517,820392,Nagüeles,plots,2030.0,1690000,1.0,0.0,0.0
1518,820613,Nagüeles,houses,350.0,590000,0.0,1.0,0.0
1519,820651,Nagüeles,houses,115.0,235000,0.0,1.0,0.0
1520,820698,Nagüeles,apartments,60.0,180000,0.0,0.0,1.0
1521,820770,Nagüeles,apartments,112.0,365000,0.0,0.0,1.0
1522,821439,Nagüeles,apartments,166.0,315000,0.0,1.0,0.0
1523,821662,Nagüeles,apartments,85.0,195000,0.0,1.0,0.0
1524,821859,Nagüeles,apartments,42.0,219900,1.0,0.0,0.0
1525,821938,Nagüeles,plots,4278.0,3000000,0.0,0.0,1.0
1526,822076,Nagüeles,apartments,90.0,259000,0.0,0.0,1.0
1527,822218,Nagüeles,apartments,50.0,149000,0.0,0.0,1.0
1528,822248,Nagüeles,apartments,70.0,195000,0.0,0.0,1.0
1529,822905,Nagüeles,plots,15500.0,5500000,0.0,1.0,0.0
1530,823032,Nagüeles,plots,1160.0,370000,0.0,1.0,0.0
1531,823354,Nagüeles,apartments,110.0,380000,1.0,0.0,0.0
1532,823430,Nagüeles,houses,509.0,1900000,1.0,0.0,0.0
1533,823475,Nagüeles,apartments,185.0,525000,0.0,0.0,1.0
1534,823505,Nagüeles,houses,230.0,499000,0.0,1.0,0.0
1535,823607,Nagüeles,apartments,120.0,350000,0.0,0.0,1.0
1536,824203,Nagüeles,apartments,85.0,299000,1.0,0.0,0.0
1537,824281,Nagüeles,houses,145.0,399000,0.0,1.0,0.0
1538,824355,Nagüeles,apartments,150.0,370000,0.0,1.0,0.0
1539,824407,Nagüeles,houses,300.0,850000,0.0,1.0,0.0
1540,824435,Nagüeles,apartments,94.0,350000,1.0,0.0,0.0
1541,824481,Nagüeles,houses,603.0,890000,0.0,1.0,0.0
1542,824491,Nagüeles,houses,300.0,545000,0.0,1.0,0.0
1543,824584,Nagüeles,apartments,86.0,299000,1.0,0.0,0.0
1544,824633,Nagüeles,houses,160.0,318000,0.0,1.0,0.0
1545,824907,Nagüeles,apartments,125.0,395000,0.0,0.0,1.0
1546,824972,Nagüeles,houses,200.0,352000,0.0,1.0,0.0
1547,825064,Nagüeles,apartments,354.0,520000,0.0,1.0,0.0
1548,825066,Nagüeles,apartments,100.0,260000,0.0,1.0,0.0
1549,825103,Nagüeles,houses,150.0,490000,0.0,0.0,1.0
1550,825289,Nagüeles,houses,590.0,1125000,0.0,1.0,0.0
1551,825336,Nagüeles,houses,450.0,1350000,0.0,0.0,1.0
1552,825616,Nagüeles,apartments,155.0,720000,1.0,0.0,0.0
1553,825789,Nagüeles,apartments,140.0,309000,0.0,1.0,0.0
1554,825949,Nagüeles,apartments,207.0,320000,0.0,1.0,0.0
1555,826034,Nagüeles,apartments,366.0,900000,0.0,1.0,0.0
1556,826146,Nagüeles,houses,200.0,795000,1.0,0.0,0.0
1557,826172,Nagüeles,apartments,216.0,400000,0.0,1.0,0.0
1558,826206,Nagüeles,houses,1055.0,1450000,0.0,1.0,0.0
1559,826801,Nagüeles,apartments,60.0,170000,0.0,0.0,1.0
1560,827463,Nagüeles,apartments,180.0,495000,0.0,1.0,0.0
1561,827510,Nagüeles,apartments,107.0,360000,0.0,0.0,1.0
1562,828116,Nagüeles,apartments,110.0,240000,0.0,1.0,0.0
1563,828405,Nagüeles,apartments,140.0,230000,0.0,1.0,0.0
1564,828698,Nagüeles,apartments,110.0,245000,0.0,1.0,0.0
1565,828750,Nagüeles,houses,570.0,1200000,0.0,1.0,0.0
1566,828879,Nagüeles,houses,132.0,348500,0.0,1.0,0.0
1567,829289,Nagüeles,apartments,60.0,155000,0.0,1.0,0.0
1568,829298,Nagüeles,apartments,100.0,199000,0.0,1.0,0.0
1569,829342,Nagüeles,apartments,95.0,260000,0.0,1.0,0.0
1570,829359,Nagüeles,houses,450.0,1000000,0.0,1.0,0.0
1571,829389,Nagüeles,houses,187.0,350000,0.0,1.0,0.0
1572,829509,Nagüeles,houses,350.0,1400000,1.0,0.0,0.0
1573,829701,Nagüeles,houses,550.0,595000,0.0,1.0,0.0
1574,829960,Nagüeles,houses,500.0,890000,0.0,1.0,0.0
1575,830663,Nagüeles,apartments,110.0,230000,0.0,1.0,0.0
1576,830882,Nagüeles,houses,356.0,465000,0.0,1.0,0.0
1577,831129,Nagüeles,apartments,157.0,315000,0.0,1.0,0.0
1578,831171,Nagüeles,apartments,145.0,499500,1.0,0.0,0.0
1579,831284,Nagüeles,apartments,81.0,209000,0.0,1.0,0.0
1580,831453,Nagüeles,apartments,93.0,350000,1.0,0.0,0.0
1581,831581,Nagüeles,houses,600.0,1495000,0.0,1.0,0.0
1582,832430,Nagüeles,apartments,100.0,210000,0.0,1.0,0.0
1583,832898,Nagüeles,houses,200.0,415000,0.0,1.0,0.0
1584,833035,Nagüeles,apartments,300.0,749000,0.0,1.0,0.0
1585,833174,Nagüeles,apartments,106.0,245000,0.0,1.0,0.0
1586,833176,Nagüeles,houses,357.0,1295000,1.0,0.0,0.0
1587,833203,Nagüeles,houses,262.0,399000,0.0,1.0,0.0
1588,833211,Nagüeles,apartments,135.0,265000,0.0,1.0,0.0
1589,833369,Nagüeles,apartments,70.0,180000,0.0,1.0,0.0
1590,833671,Nagüeles,plots,5528.0,2900000,0.0,1.0,0.0
1591,833705,Quinta da Marinha,houses,215.0,1400000,0.0,0.0,1.0
1592,833707,Quinta da Marinha,houses,190.0,1000000,0.0,1.0,0.0
1593,837694,Nagüeles,apartments,70.0,180000,0.0,1.0,0.0
1594,837786,Nagüeles,apartments,135.0,265000,0.0,1.0,0.0
1595,837793,Nagüeles,apartments,114.0,272000,0.0,1.0,0.0
1596,837896,Nagüeles,apartments,148.0,385000,0.0,1.0,0.0
1597,837929,Nagüeles,houses,262.0,399000,0.0,1.0,0.0
1598,837949,Nagüeles,houses,196.0,350000,0.0,1.0,0.0
1599,838060,Nagüeles,houses,261.0,540000,0.0,1.0,0.0
1600,838119,Nagüeles,houses,380.0,599000,0.0,1.0,0.0
1601,838198,Nagüeles,apartments,253.0,795000,0.0,0.0,1.0
1602,838340,Nagüeles,houses,300.0,1250000,1.0,0.0,0.0
1603,838377,Nagüeles,houses,440.0,1695000,1.0,0.0,0.0
1604,838412,Nagüeles,houses,1020.0,2850000,0.0,1.0,0.0
1605,838445,Nagüeles,houses,844.0,2671000,0.0,0.0,1.0
1606,841488,Golden Mile,apartments,96.0,1300000,1.0,0.0,0.0
1607,842579,Nagüeles,houses,1240.0,4995000,1.0,0.0,0.0
1608,842597,Golden Mile,apartments,180.0,745000,0.0,1.0,0.0
1609,842600,Nagüeles,houses,206.0,495000,0.0,1.0,0.0
1610,845330,Golden Mile,apartments,91.0,390000,0.0,1.0,0.0
1611,846401,Nagüeles,apartments,130.0,385000,0.0,0.0,1.0
1612,848683,Nagüeles,apartments,100.0,225750,0.0,1.0,0.0
1613,848687,Nagüeles,apartments,156.0,347300,0.0,1.0,0.0
1614,848698,Nagüeles,houses,420.0,950000,0.0,1.0,0.0
1615,848703,Nagüeles,houses,385.0,1495000,1.0,0.0,0.0
1616,849545,Nagüeles,plots,1532.0,2850000,1.0,0.0,0.0
1617,849546,Nagüeles,plots,1910.0,3200000,1.0,0.0,0.0
1618,849631,Golden Mile,apartments,260.0,1800000,1.0,0.0,0.0
1619,851041,Nagüeles,houses,470.0,2950000,1.0,0.0,0.0
1620,862325,Nagüeles,apartments,146.0,310000,0.0,1.0,0.0
1621,862669,Nagüeles,apartments,158.0,750000,1.0,0.0,0.0
1622,862677,Nagüeles,apartments,160.0,450000,0.0,0.0,1.0
1623,862678,Nagüeles,apartments,108.0,450000,1.0,0.0,0.0
1624,862679,Nagüeles,houses,189.0,450000,0.0,1.0,0.0
1625,863295,Nagüeles,apartments,97.0,280000,0.0,0.0,1.0
1626,873477,Nagüeles,houses,181.0,315000,0.0,1.0,0.0
1627,874408,Nagüeles,houses,282.0,430000,0.0,1.0,0.0
1628,874409,Golden Mile,houses,844.0,2450000,0.0,1.0,0.0
1629,874759,Nagüeles,houses,330.0,495000,0.0,1.0,0.0
1630,890384,Golden Mile,apartments,107.0,690000,0.0,0.0,1.0
1631,891421,Nagüeles,apartments,140.0,228000,0.0,1.0,0.0
1632,891440,Nagüeles,apartments,110.0,330000,0.0,0.0,1.0
1633,891450,Nagüeles,houses,240.0,398000,0.0,1.0,0.0
1634,893043,Nagüeles,houses,590.0,1125000,0.0,1.0,0.0
1635,893257,Nagüeles,houses,600.0,1495000,0.0,1.0,0.0
1636,893639,Nagüeles,houses,187.0,350000,0.0,1.0,0.0
1637,893734,Nagüeles,apartments,216.0,400000,0.0,1.0,0.0
1638,893852,Nagüeles,houses,590.0,1125000,0.0,1.0,0.0
1639,893860,Nagüeles,houses,200.0,795000,1.0,0.0,0.0
1640,893875,Nagüeles,apartments,107.0,360000,0.0,0.0,1.0
1641,894063,Nagüeles,apartments,115.0,319000,0.0,0.0,1.0
1642,894128,Nagüeles,apartments,60.0,180000,0.0,0.0,1.0
1643,894160,Nagüeles,apartments,366.0,790000,0.0,1.0,0.0
1644,894346,Nagüeles,apartments,207.0,320000,0.0,1.0,0.0
1645,894459,Nagüeles,houses,245.0,2000000,1.0,0.0,0.0
1646,894529,Nagüeles,plots,1160.0,370000,0.0,1.0,0.0
1647,894708,Nagüeles,apartments,140.0,309000,0.0,1.0,0.0
1648,894733,Nagüeles,apartments,180.0,495000,0.0,1.0,0.0
1649,894884,Nagüeles,plots,15500.0,5500000,0.0,1.0,0.0
1650,895048,Nagüeles,houses,356.0,465000,0.0,1.0,0.0
1651,895139,Nagüeles,houses,450.0,1500000,0.0,0.0,1.0
1652,895290,Nagüeles,houses,450.0,1350000,0.0,0.0,1.0
1653,895557,Nagüeles,apartments,174.0,550000,0.0,0.0,1.0
1654,895577,Nagüeles,houses,200.0,415000,0.0,1.0,0.0
1655,895846,Nagüeles,apartments,170.0,1150000,1.0,0.0,0.0
1656,896069,Nagüeles,houses,150.0,490000,0.0,0.0,1.0
1657,896133,Nagüeles,apartments,100.0,260000,0.0,1.0,0.0
1658,896135,Nagüeles,apartments,354.0,520000,0.0,1.0,0.0
1659,896190,Nagüeles,houses,163.0,235000,0.0,1.0,0.0
1660,896320,Nagüeles,apartments,125.0,395000,0.0,0.0,1.0
1661,897366,Nagüeles,apartments,85.0,299000,1.0,0.0,0.0
1662,897410,Nagüeles,apartments,65.0,215000,0.0,0.0,1.0
1663,897415,Nagüeles,houses,180.0,249000,0.0,1.0,0.0
1664,897435,Nagüeles,houses,160.0,318000,0.0,1.0,0.0
1665,897519,Nagüeles,apartments,200.0,810000,1.0,0.0,0.0
1666,897556,Nagüeles,houses,315.0,1150000,1.0,0.0,0.0
1667,897559,Nagüeles,apartments,86.0,299000,1.0,0.0,0.0
1668,897569,Golden Mile,apartments,70.0,195000,0.0,1.0,0.0
1669,897659,Nagüeles,apartments,173.0,799000,1.0,0.0,0.0
1670,897806,Nagüeles,apartments,112.0,269000,0.0,1.0,0.0
1671,897862,Nagüeles,apartments,108.0,324000,0.0,0.0,1.0
1672,897912,Nagüeles,houses,603.0,890000,0.0,1.0,0.0
1673,897988,Nagüeles,apartments,94.0,350000,1.0,0.0,0.0
1674,898058,Nagüeles,houses,300.0,850000,0.0,1.0,0.0
1675,898078,Nagüeles,apartments,173.0,860000,1.0,0.0,0.0
1676,898124,Nagüeles,houses,619.0,2700000,1.0,0.0,0.0
1677,898207,Nagüeles,apartments,90.0,259000,0.0,0.0,1.0
1678,898224,Nagüeles,apartments,45.0,150000,0.0,0.0,1.0
