,id,location name,type,title,features,pool,sea view,garage
731,459489,Golden Mile,apartments,"Penthouse for sale in Mansion Club, Marbella Golden Mile",,0.0,0.0,0.0
732,459771,Nagüeles,houses,Townhouse for Sale in Nagüeles,"Climate:  Air Conditioning, Hot A/C, Cold A/C, Central Heating, Fireplace, Features:  Covered Terrace, Fitted Wardrobes, Near Transport, Private Terrace, Satellite TV, Gym, Games Room, Guest Apartment, Storage Room, Utility Room, Disabled Access, Marble Flooring, Barbeque, Double Glazing, Near Mosque, Servants Quarters, {lng_feature_features_near_church}, Garden:  Communal, Orientation:  South, Pool:  Communal, Children`s Pool, Setting:  Suburban, Urbanisation",1.0,0.0,0.0
733,461159,Golden Mile,apartments,"Ground Floor Apartment for sale in Alhambra del Mar, Marbella Golden Mile",,0.0,0.0,0.0
734,461194,Nagüeles,houses,"Villa for rent in Nagüeles, Marbella Golden Mile",,0.0,0.0,0.0
735,461195,Golden Mile,apartments,"Firstline beach, 3 bedroom apartment, Great Location Apartment for rent in Las Cañas Beach, Marbella Golden Mile",,0.0,0.0,0.0
736,461207,Nagüeles,houses,"Villa for Rent in Rocio de Nagüeles,  Marbella Golden Mile","Alarm, Automatic irrigation system, Covered terrace, Fireplace, Guest toilet, Gym, Heated pool, Jacuzzi, Marble floors, Sauna, Separate apartment, Solarium, Cinema room, Dining room, Air conditioning, Central heating, Garden view, Pool view, Sea view, Mountainside, Fully fitted kitchen.",1.0,1.0,0.0
737,461306,Nagüeles,apartments,Apartment for Sale in Nagüeles,"Climate:  Air Conditioning, Hot A/C, Cold A/C, Features:  Covered Terrace, Lift, Fitted Wardrobes, Near Transport, Private Terrace, Paddle Tennis, Utility Room, Ensuite Bathroom, Marble Flooring, Double Glazing, Near Mosque, {lng_feature_features_near_church}, Garden:  Communal, Landscaped, Orientation:  West, Pool:  Communal, Setting:  Town, Commercial Area, Beachside, Close To Golf, Close To Port, Close To Shops, Close To Sea, Close To Schools, Close To Marina, Urbanisation",1.0,0.0,0.0
738,461317,Nagüeles,apartments,Apartment for Sale in Nagüeles,"Climate:  Air Conditioning, Pre Installed A/C, Hot A/C, Cold A/C, Central Heating, Fireplace, U/F Heating, U/F/H Bathrooms, Features:  Covered Terrace, Lift, Fitted Wardrobes, Private Terrace, Satellite TV, {lng_feature_features_adsl_/_wifi}, Gym, Sauna, Storage Room, Utility Room, Ensuite Bathroom, Marble Flooring, Jacuzzi, Barbeque, Double Glazing, 24 Hour Reception, Garden:  Private, Orientation:  South East, Pool:  Communal, Indoor, Heated, Children`s Pool, Setting:  Close To Golf, Close To Schools, Close To Forest, Urbanisation",1.0,0.0,0.0
739,462487,Nagüeles,houses,Villa for Sale in Nagüeles,"Condition:  Excellent, Recently Renovated, Furniture:  Fully Furnished, Kitchen:  Fully Fitted, Parking:  Garage, More Than One, Setting:  Close To Shops, Close To Schools, Urbanisation",0.0,0.0,1.0
740,463162,Golden Mile,apartments,"Apartment for sale in Marina Mariola, Marbella Golden Mile",,0.0,0.0,0.0
741,464065,Golden Mile,apartments,Two bedroom duplex penthouse on Marbella's Golden Mile,"South-East facing                                                             ,   Mountain side             ,  Security: 24hr, Gated, CCTV            ,  Walking distance to: Amenities, Beach, Hotel            ,   Amenities nearby             ,   Transport nearby                         ,   Family friendly                         ,   Penthouse             ,   Lift             ,  Parking spaces: 1                                                 ,  Community facilities: 1 swimming pool/s, Paddle, Concierge",1.0,0.0,0.0
742,464813,Nagüeles,houses,Villa in Rocio de Nagueles,,0.0,0.0,0.0
743,464896,Nagüeles,houses,"4 bedroom townhouse for sale, Nagueles, Marbella, Malaga Costa del Sol, Andalucia","Bedrooms: 4, Bathrooms: 4, Floor Size (m2): 347, Work Required: None, Swimming Pool, Air Conditioning, Garage, Parking",1.0,0.0,1.0
744,464927,Nagüeles,apartments,Apartment for Sale in Nagüeles,"Climate:  Air Conditioning, Features:  Fitted Wardrobes, Private Terrace, Garden:  Communal, Parking:  Communal, Setting:  Close To Golf, Urbanisation",0.0,0.0,0.0
745,464936,Nagüeles,apartments,Apartment for Sale in Nagüeles,"Climate:  Air Conditioning, Features:  Covered Terrace, Lift, Fitted Wardrobes, Private Terrace, Marble Flooring, Garden:  Communal, Orientation:  South East, Security:  Gated Complex",0.0,0.0,0.0
746,465975,Golden Mile,apartments,"Ground Floor Apartment for Sale in Mansion Club,  Marbella Golden Mile","Covered terrace, Fireplace, Fitted wardrobes, Gym, Home automation system, Indoor pool, Lift, Marble floors, Satellite TV, Sauna, Telephone, Water tank, Dining room, Storage room, Utility room, Air conditioning, Underfloor heating (throughout), Garden view, Mountainside, Fully furnished, Doorman, Double glazing, Gated community, Security entrance, Video entrance.",1.0,0.0,0.0
747,466072,Nagüeles,houses,Villa for Sale in Nagüeles,"Climate:  Air Conditioning, Pre Installed A/C, Hot A/C, Cold A/C, Central Heating, Fireplace, U/F/H Bathrooms, Features:  Covered Terrace, Fitted Wardrobes, Private Terrace, Solarium, Satellite TV, {lng_feature_features_adsl_/_wifi}, Storage Room, Utility Room, Ensuite Bathroom, Marble Flooring, Barbeque, Double Glazing, Garden:  Private, Landscaped, Easy Maintenance, Orientation:  South, Pool:  Private, Setting:  Close To Golf, Close To Port, Close To Shops, Close To Town, Close To Schools, Close To Marina",1.0,0.0,0.0
748,469729,Nagüeles,houses,Newbuild Villa with Private Pool in Nagueles Marbella,,1.0,0.0,0.0
749,469810,Nagüeles,houses,"Villa for sale in Rocio de Nagüeles, Marbella Golden Mile. Villa for sale in Rocio de Nagüeles, Marbella","Amenities near, Barbeque, Basement, Brand new, Close to Golf, Close to schools, Close to town, Covered terrace, Dining room, Dolby Stereo Surround system, Double glazing, Electric blinds, Fireplace, Fitted wardrobes, Fully fitted kitchen, Guest room, Guest toilet, Laundry room, Living room, Underfloor heating (bathrooms)",0.0,0.0,0.0
750,470001,Nagüeles,apartments,Apartment for Sale in Nagüeles,"Climate:  Hot A/C, Cold A/C, Fireplace, Furniture:  Not Furnished, Kitchen:  Fully Fitted, Parking:  Garage, Security:  Gated Complex, Entry Phone",0.0,0.0,1.0
751,470660,Nagüeles,houses,Charming villa in Nagüeles,,0.0,0.0,0.0
752,470700,Nagüeles,apartments,Apartment for Sale in Nagüeles,"Condition:  Good, Pool:  Communal",1.0,0.0,0.0
753,470751,Nagüeles,houses,Villa for Sale in Nagüeles,"Climate:  Fireplace, Features:  Ensuite Bathroom, Marble Flooring, Orientation:  South, View:  Garden",0.0,0.0,0.0
754,470753,Nagüeles,apartments,Apartment for Sale in Nagüeles,,0.0,0.0,0.0
755,474283,Golden Mile,houses,Five bedroom villa right above Marbella's Golden Mile with sea views,"South-West facing                                                             ,   Mountain side                                     ,   Amenities nearby                                                 ,   Detached                                     ,  Parking spaces: 3                                     ,  Energy rating: E",0.0,1.0,0.0
756,475088,Nagüeles,apartments,Apartment for Sale in Nagüeles,,0.0,0.0,0.0
757,475111,Nagüeles,houses,Villa for Sale in Nagüeles,"Climate:  Air Conditioning, Features:  Covered Terrace, Fitted Wardrobes, Private Terrace, Guest Apartment, Storage Room, Utility Room, Ensuite Bathroom, Marble Flooring, Barbeque, Double Glazing, Garden:  Private, Orientation:  South East, South, Pool:  Private, Setting:  Close To Golf, Close To Town, Close To Schools, Close To Forest",1.0,0.0,0.0
758,475864,Golden Mile,apartments,"Duplex penthouse in the New Golden Mile walking distance to the beach
						Penthouse for sale in Las Nayades, Estepona","Air conditioning, Covered terrace, Fitted wardrobes, Gym, Heated pool, Indoor pool, Internet - Wifi, Kitchen equipped, Lift, Marble floors, Private terrace, Satellite TV, Sea view, Telephone, Water tank",1.0,1.0,0.0
759,476843,Golden Mile,apartments,"Luxury apartment in the Nayades, New Golden Mile",,0.0,0.0,0.0
760,477109,Nagüeles,apartments,Apartment for Sale in Nagüeles,"Climate:  Air Conditioning, Fireplace, Features:  Fitted Wardrobes, Near Transport, Private Terrace, Solarium, Ensuite Bathroom, Marble Flooring, Near Mosque, {lng_feature_features_near_church}, Kitchen:  Fully Fitted, Parking:  Underground, Garage, Covered, Private, Security:  Gated Complex, Entry Phone, View:  Garden, Street",0.0,0.0,1.0
761,477127,Nagüeles,houses,Villa for Sale in Nagüeles,"Climate:  Air Conditioning, Hot A/C, Cold A/C, Fireplace, U/F Heating, U/F/H Bathrooms, Features:  Covered Terrace, Fitted Wardrobes, Near Transport, Private Terrace, Ensuite Bathroom, Marble Flooring, Double Glazing, Kitchen:  Fully Fitted, Parking:  Private, Security:  Entry Phone, View:  Mountain, Port, Garden",0.0,0.0,0.0
762,477861,Nagüeles,apartments,Apartment for Sale in Nagüeles,"Climate:  Air Conditioning, Fireplace, Features:  Covered Terrace, Lift, Near Transport, Solarium, Satellite TV, {lng_feature_features_adsl_/_wifi}, Storage Room, Utility Room, Marble Flooring, Double Glazing, 24 Hour Reception, Kitchen:  Fully Fitted, Parking:  Underground, More Than One, Security:  Gated Complex, Entry Phone",0.0,0.0,0.0
763,477887,Nagüeles,plots,Plot/Land for Sale in Nagüeles,"Orientation:  South East, South, South West",0.0,0.0,0.0
764,478659,Golden Mile,apartments,Two bedroom ground floor apartment on Marbella's Golden Mile,"South-West facing                                                             ,   Mountain side             ,  Security: 24hr, Gated, CCTV            ,  Walking distance to: Amenities, Beach, Hotel            ,   Amenities nearby             ,   Transport nearby                                                 ,   Ground floor             ,   Lift             ,  Parking spaces: 1                                                 ,  Community facilities: 1 swimming pool/s, Concierge",1.0,0.0,0.0
765,478704,Golden Mile,apartments,"Duplex Penthouse for sale in Mansion Club, Marbella Golden Mile",,0.0,0.0,0.0
766,480423,Nagüeles,apartments,"Duplex Penthouse for sale in Costa Nagüeles II, Marbella Golden Mile. Duplex Penthouse in Nagüeles","24h Service, Air conditioning, Amenities near, Close to Golf, Close to Sea/Beach, Close to children playground, Close to schools, Close to shops, Close to town, Covered terrace, Dining room, Fireplace, Fitted wardrobes, Fully fitted kitchen, Garden view, Gated community, Glass Doors, Good condition, Guest room, Guest toilet, Internet - Wifi, Laundry room, Lift, Living room, Marble floors, Private terrace, Satellite TV, Sea view, Security service 24h, Storage room, Transport near, Uncovered terrace",0.0,1.0,0.0
767,482184,Nagüeles,apartments,Apartment for Sale in Nagüeles,"Climate:  Air Conditioning, Pre Installed A/C, Hot A/C, Cold A/C, Features:  Lift, Fitted Wardrobes, Near Transport, Private Terrace, Satellite TV, {lng_feature_features_adsl_/_wifi}, Gym, Games Room, Storage Room, Utility Room, Ensuite Bathroom, Marble Flooring, Jacuzzi, Double Glazing, Near Mosque, {lng_feature_features_near_church}, Garden:  Communal, Orientation:  South East, Pool:  Communal, Children`s Pool, Setting:  Town, Commercial Area, Beachside, Close To Golf, Close To Port, Close To Shops, Close To Sea, Close To Town, Close To Schools, Marina, Close To Marina, Urbanisation",1.0,0.0,0.0
768,482949,Nagüeles,apartments,"Penthouse for sale in Costa Nagüeles III, Marbella Golden Mile",,0.0,0.0,0.0
769,482953,Nagüeles,apartments,"Duplex Penthouse for sale in Single Homes Nagüeles, Marbella Golden Mile",,0.0,0.0,0.0
770,484463,Nagüeles,houses,Enchanting villa in Nagüeles Marbella,"   Balcony,    Close to Schools,    Close to Transport,    Luxury Property,    Pet Friendly,    Pool,    Private Parking,    Private pool,    Sea Views,    Utility Room",1.0,1.0,0.0
771,484483,Nagüeles,apartments,Ground Floor Garden Apartment in Nagüeles,"   Back yard,    Close to Restaurants,    Fenced yard,    Ground Floor,    Luxury Property,    Pool,    Private Parking,    Sea Views,    Storage",1.0,1.0,0.0
772,485762,Nagüeles,houses,"Villa for sale in Nagüeles, Marbella Golden Mile","Bedrooms: 7
													, 
															Bathrooms: 2
													, 
															m² Built: N/A
													, 
															Pool: Yes
													, 
															Garden: Yes
													, 
															7.000 m² Plot
													, 
															Garage: Yes
													,",1.0,0.0,1.0
773,485887,Nagüeles,houses,"Villa for sale in Nagüeles, Marbella Golden Mile","Bedrooms: 4
													, 
															Bathrooms: 4
													, 
															m² Built: 450
													, 
															Pool: Private
													, 
															Garden: Private
													, 
															3.000 m² Plot
													, 
															Garage: Yes
													,",1.0,0.0,1.0
774,485948,Nagüeles,houses,"Villa for sale in Nagüeles, Marbella Golden Mile","Bedrooms: 4
													, 
															Bathrooms: 3
													, 
															m² Built: 542
													, 
															Pool: Private
													, 
															Garden: Private
													, 
															1.304 m² Plot
													, 
															Garage: Private
													,",1.0,0.0,1.0
775,486026,Nagüeles,houses,"Villa for sale in Nagüeles, Marbella Golden Mile","Bedrooms: 5
													, 
															Bathrooms: 3
													, 
															m² Built: 267
													, 
															Pool: Private
													, 
															Garden: Private
													, 
															2.060 m² Plot
													, 
															Garage: Yes
													,",1.0,0.0,1.0
776,486041,Nagüeles,houses,"Villa for sale in Nagüeles, Marbella Golden Mile","Bedrooms: 5
													, 
															Bathrooms: 5
													, 
															m² Built: 434
													, 
															Pool: Yes
													, 
															Garden: Yes
													, 
															1.434 m² Plot
													, 
															Garage: Yes
													,",1.0,0.0,1.0
777,486055,Golden Mile,houses,"Villa for sale in Oasis de Marbella, Marbella Golden Mile","Bedrooms: 3
													, 
															Bathrooms: 3
													, 
															m² Built: 245
													, 
															Pool: Private
													, 
															Garden: Private
													, 
															1.000 m² Plot
													, 
															Garage: N/A
													,",1.0,0.0,1.0
778,486108,Golden Mile,apartments,"Apartment for sale in Marina Mariola, Marbella Golden Mile","Bedrooms: 2
													, 
															Bathrooms: 2
													, 
															m² Built: N/A
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Yes
													,",1.0,0.0,1.0
779,486116,Golden Mile,apartments,"Apartment for sale in Marina Mariola, Marbella Golden Mile","Bedrooms: 2
													, 
															Bathrooms: 2
													, 
															m² Built: 125
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Yes
													,",1.0,0.0,1.0
780,486177,Golden Mile,apartments,"Apartment for sale in Port Oasis, Marbella Golden Mile","Bedrooms: 3
													, 
															Bathrooms: 2
													, 
															m² Built: 120
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Yes
													,",1.0,0.0,1.0
781,486187,Golden Mile,apartments,"Ground Floor Apartment for sale in Alhambra del Mar, Marbella Golden Mile","Bedrooms: 3
													, 
															Bathrooms: 2
													, 
															m² Built: 158
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: N/A
													,",1.0,0.0,1.0
782,486210,Golden Mile,apartments,"Penthouse for sale in Mansion Club, Marbella Golden Mile","Bedrooms: 3
													, 
															Bathrooms: 2
													, 
															m² Built: 184
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Yes
													,",1.0,0.0,1.0
783,486261,Golden Mile,apartments,"Apartment for sale in Alhambra del Mar, Marbella Golden Mile","Bedrooms: 2
													, 
															Bathrooms: 2
													, 
															m² Built: 100
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: N/A
													,",1.0,0.0,1.0
784,486279,Golden Mile,apartments,"Penthouse for sale in Las Cañas Beach, Marbella Golden Mile","Bedrooms: 3
													, 
															Bathrooms: 2
													, 
															m² Built: 142
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Yes
													,",1.0,0.0,1.0
785,486326,Nagüeles,houses,"Villa for sale in Nagüeles, Marbella Golden Mile","Bedrooms: 3
													, 
															Bathrooms: 3
													, 
															m² Built: 249
													, 
															Pool: Private
													, 
															Garden: Private
													, 
															440 m² Plot
													, 
															Garage: Private
													,",1.0,0.0,1.0
786,486352,Nagüeles,houses,"Town House for sale in Solana de Nagüeles, Marbella Golden Mile","Bedrooms: 4
													, 
															Bathrooms: 4
													, 
															m² Built: 285
													, 
															Pool: N/A
													, 
															Garden: N/A
													, 
															m² Plot N/A
													, 
															Garage: Yes
													,",1.0,0.0,1.0
787,486375,Golden Mile,apartments,"Apartment for sale in Alhambra del Mar, Marbella Golden Mile","Bedrooms: 2
													, 
															Bathrooms: 2
													, 
															m² Built: 107
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: N/A
													,",1.0,0.0,1.0
788,486395,Golden Mile,apartments,"Apartment for sale in Marina Mariola, Marbella Golden Mile","Bedrooms: 2
													, 
															Bathrooms: 2
													, 
															m² Built: 124
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Private
													,",1.0,0.0,1.0
789,486444,Nagüeles,apartments,"Apartment for sale in Corona de Nagüeles, Marbella Golden Mile",", 
													, 
															m² Built: 150
													, 
															Pool: Yes
													, 
															Garden: Yes
													, 
															192 m² Plot
													, 
															Garage: Yes
													,",1.0,0.0,1.0
790,486450,Golden Mile,apartments,"Apartment for sale in Alhambra del Mar, Marbella Golden Mile","Bedrooms: 2
													, 
															Bathrooms: 2
													, 
															m² Built: 108
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Communal
													,",1.0,0.0,1.0
791,486462,Golden Mile,apartments,"Ground Floor Apartment for sale in Mansion Club, Marbella Golden Mile","Bedrooms: 2
													, 
															Bathrooms: 2
													, 
															m² Built: 162
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Yes
													,",1.0,0.0,1.0
792,486463,Nagüeles,houses,"4 Bedroom Villa For Sale Situated In Rocio de Nagüeles, Marbella","A/C, Alarm, BBQ, Basement, Carport, Fireplace, Irrigation system, Marble floors, Parking Place, Private Swimming pool, Private garden, Roof terrace, SOLD Unfurnished, Safe, Storage",1.0,0.0,0.0
793,486465,Nagüeles,houses,"3 Bedroom Villa For Sale Situated In Cortijo De Nagüeles, Marbella","ADSL, BBQ, Carport, Fireplace, Marble floors, Private Swimming pool, Private garden, Roof terrace, Satellite TV, Sauna, Storage",1.0,0.0,0.0
794,486467,Nagüeles,houses,"4 Bedroom Villa for Sale situated in Rocío de Nagüeles, Marbella","A/C, A/C Hot, Alarm, Basement, Domotics, Fireplace, Garage, Marble floors, Private Swimming pool, Private garden, Under-floor heating (bathroom), Wooden floors",1.0,0.0,1.0
795,486491,Nagüeles,houses,"Town House for sale in Nagüeles, Marbella Golden Mile","Bedrooms: 2
													, 
															Bathrooms: 2
													, 
															m² Built: 208
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Yes
													,",1.0,0.0,1.0
796,486503,Nagüeles,apartments,"Duplex Penthouse for sale in Hacienda Nagüeles I, Marbella Golden Mile","Bedrooms: 3
													, 
															Bathrooms: 2
													, 
															m² Built: 109
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Yes
													,",1.0,0.0,1.0
797,486521,Nagüeles,houses,"Town House for sale in Nagüeles, Marbella Golden Mile","Bedrooms: 3
													, 
															Bathrooms: 2
													, 
															m² Built: 367
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Private
													,",1.0,0.0,1.0
798,486525,Nagüeles,houses,"Town House for sale in Nagüeles, Marbella Golden Mile","Bedrooms: 3
													, 
															Bathrooms: 2
													, 
															m² Built: 251
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Yes
													,",1.0,0.0,1.0
799,486562,Nagüeles,apartments,"Duplex Penthouse for sale in Nagüeles, Marbella Golden Mile","Bedrooms: 4
													, 
															Bathrooms: 3
													, 
															m² Built: 152
													, 
															Pool: Yes
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Private
													,",1.0,0.0,1.0
800,486585,Nagüeles,houses,"Town House for sale in Nagüeles, Marbella Golden Mile","Bedrooms: 4
													, 
															Bathrooms: 3
													, 
															m² Built: 170
													, 
															Pool: Communal
													, 
															Garden: Private
													, 
															220 m² Plot
													, 
															Garage: Yes
													,",1.0,0.0,1.0
801,486591,Golden Mile,apartments,"Ground Floor Apartment for sale in Oasis de Marbella, Marbella Golden Mile","Bedrooms: 2
													, 
															Bathrooms: 2
													, 
															m² Built: 68
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Yes
													,",1.0,0.0,1.0
802,486605,Nagüeles,apartments,"Ground Floor Apartment for sale in Costa Nagüeles III, Marbella Golden Mile","Bedrooms: 2
													, 
															Bathrooms: 2
													, 
															m² Built: 93
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Yes
													,",1.0,0.0,1.0
803,486606,Nagüeles,apartments,"Duplex Penthouse for sale in Single Homes Nagüeles, Marbella Golden Mile","Bedrooms: 2
													, 
															Bathrooms: 2
													, 
															m² Built: 108
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Private
													,",1.0,0.0,1.0
804,486614,Nagüeles,houses,"Semi Detached House for sale in Nagüeles, Marbella Golden Mile","Bedrooms: 4
													, 
															Bathrooms: 3
													, 
															m² Built: 187
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															97 m² Plot
													, 
															Garage: Yes
													,",1.0,0.0,1.0
805,486617,Nagüeles,apartments,"Apartment for sale in Nagüeles, Marbella Golden Mile","Bedrooms: 3
													, 
															Bathrooms: 2
													, 
															m² Built: 113
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Private
													,",1.0,0.0,1.0
806,486621,Golden Mile,houses,"Town House for sale in Montepiedra, Marbella Golden Mile","Bedrooms: 3
													, 
															Bathrooms: 3
													, 
															m² Built: 207
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Private
													,",1.0,0.0,1.0
807,486627,Nagüeles,apartments,"Penthouse for sale in Costa Nagüeles III, Marbella Golden Mile","Bedrooms: 2
													, 
															Bathrooms: 2
													, 
															m² Built: 96
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Private
													,",1.0,0.0,1.0
808,486632,Nagüeles,houses,"Town House for sale in Nagüeles, Marbella Golden Mile","Bedrooms: 3
													, 
															Bathrooms: 3
													, 
															m² Built: 200
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Private
													,",1.0,0.0,1.0
809,486643,Nagüeles,apartments,"Ground Floor Apartment for sale in Los Pinos de Nagüeles, Marbella Golden Mile","Bedrooms: 2
													, 
															Bathrooms: 2
													, 
															m² Built: 105
													, 
															Pool: Communal
													, 
															Garden: Private
													, 
															m² Plot N/A
													, 
															Garage: Private
													,",1.0,0.0,1.0
810,486649,Nagüeles,apartments,"Ground Floor Apartment for sale in Costa Nagüeles III, Marbella Golden Mile","Bedrooms: 2
													, 
															Bathrooms: 2
													, 
															m² Built: 94
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Yes
													,",1.0,0.0,1.0
811,486657,Golden Mile,apartments,"Ground Floor Apartment for sale in Oasis de Marbella, Marbella Golden Mile","Bedrooms: 2
													, 
															Bathrooms: 2
													, 
															m² Built: 110
													, 
															Pool: Communal
													, 
															Garden: Communal
													, 
															m² Plot N/A
													, 
															Garage: Yes
													,",1.0,0.0,1.0
812,486660,Nagüeles,apartments,"Ground Floor Apartment for sale in Nagüeles, Marbella Golden Mile","Bedrooms: 2
													, 
															Bathrooms: 2
													, 
															m² Built: 100
													, 
															Pool: Communal
													, 
															Garden: Private
													, 
															m² Plot N/A
													, 
															Garage: N/A
													,",1.0,0.0,1.0
813,486746,Quinta da Marinha,houses,Villa in Quinta da Marinha,"Fireplace, Terrace, Guest apartment, Swimming pool, Basement, Guest toilet, Attic, Garden, Balcony",1.0,0.0,0.0
814,486760,Quinta da Marinha,houses,Rented Villa in Quinta da Marinha Norte,"Fireplace, Terrace, Accessible for wheelchairs, Guest apartment, Jacuzzi, Swimming pool, Air conditioning, Patio, Sauna, Guest toilet, Garden, Balcony, Built-in kitchen",1.0,0.0,0.0
815,487026,Quinta da Marinha,houses,One bedroom Villa in Quinta da Marinha,"Fireplace, Terrace",0.0,0.0,0.0
816,487140,Quinta da Marinha,houses,Mansion in prime area in Quinta da Marinha,"Golf course, Fireplace, Guest apartment, Jacuzzi, Basement, Patio, Sauna, Guest toilet, Built-in kitchen, Terrace, Elevator, Alarm system, Swimming pool, Freight Elevator, Gym, Waterfront, Garden, Attic, Balcony",1.0,0.0,0.0
817,488017,Nagüeles,houses,Townhouse for Sale in Nagüeles,"Climate:  Air Conditioning, Features:  Fitted Wardrobes, Private Terrace, Ensuite Bathroom, Double Glazing, Garden:  Communal, Orientation:  South, Security:  Gated Complex",0.0,0.0,0.0
818,488933,Nagüeles,apartments,Apartment for Sale in Nagüeles,"Climate:  Air Conditioning, Hot A/C, Cold A/C, Features:  Covered Terrace, Lift, Fitted Wardrobes, Near Transport, Private Terrace, Satellite TV, Gym, Paddle Tennis, Ensuite Bathroom, Disabled Access, Marble Flooring, Double Glazing, 24 Hour Reception, Near Mosque, {lng_feature_features_near_church}, Garden:  Communal, Orientation:  East, West, Pool:  Communal",1.0,0.0,0.0
819,489094,Quinta da Marinha,houses,QUINTA DA MARINHA DELUXE V4,"Bathroom (s) 4 , Living Room (s) 2 , Total bedroom(s) 4 , Total interior bedroom(s) 1 , Gross Area 338.00 m², Land Area 804.00 m², Net Area 315.00 m², Garage",0.0,0.0,1.0
820,489123,Quinta da Marinha,houses,ESPECTACULAR TERRENO NA QUINTA DA MARINHA FRENTE AO GOLFE. Cascais  Cascais e Estoril,"Área de Terreno 2700.00 m², Área Útil 540.00 m²",0.0,0.0,0.0
821,489271,Quinta da Marinha,houses,House with 6 bedrooms in Quinta da Marinha | HOUSE AGENCY Cascais  Cascais e Estoril,"Bathroom (s) 8 , Living Room (s) 3 , Total bedroom(s) 6 , City Center  , Green areas  , Condition Excellent , Bedroom Area 17.00 m², Bedroom Area 19.00 m², Bedroom Area 18.40 m², Bedroom Area 18.60 m², Bedroom Area 16.50 m², Bedroom Area 18.50 m², Bathroom Area 4.60 m², Bathroom Area 7.61 m², Bathroom Area 8.30 m², Bathroom Area 4.70 m², Bathroom Area 7.50 m², Bathroom Area 9.20 m², Bathroom Area 9.20 m², Bathroom Area 17.50 m², Living Room Area 90.00 m², Living Room Area 15.40 m², Living Room Area 50.00 m², Gross Area 470.00 m², Land Area 2357.00 m², Net Area 400.00 m², Garage",0.0,0.0,1.0
822,489280,Quinta da Marinha,houses,Moradia T4+1 na Quinta da Marinha | HOUSE AGENCY Cascais  Cascais e Estoril,"Total quarto(s) 4 , Conservação Excelente , Fim da construção 2000-01-21 , Área de Terreno 1929.00 m², Área Útil 456.00 m²",0.0,0.0,0.0
823,489304,Quinta da Marinha,houses,Moradia na Quinta da Marinha | HOUSE AGENCY Cascais  Cascais e Estoril,"Total quarto(s) 5 , Conservação Excelente , Fim da construção 1988-01-13 , Área de Terreno 900.00 m², Área Útil 351.00 m²",0.0,0.0,0.0
